Content Title,Content Description,Content Type,Content Last Watched Date (if viewed),Content Completed At (if completed),Content Saved,Notes taken on videos (if taken),
Developing Self-Awareness,"While a multitude of factors can go into the making of a successful person, nearly all individuals who achieve high levels of personal and professional success have a keen sense of self-awareness. In this course, learn how to become more self-aware in order to develop yourself personally and enhance career progression. Organizational psychologist Gemma Roberts helps you learn how to develop your self-awareness so that you can understand how others see you, and better align your actions with your intentions. She explains how to identify beliefs to enhance self-awareness, step outside of yourself to gain a different perspective, leverage a self-awareness action plan, and more.",Course,2022-07-25 10:21 UTC,N/A,false,N/A,
CONTENT METADATA NO LONGER EXISTS - urn:li:lyndaCourse:2806713,CONTENT METADATA NO LONGER EXISTS - urn:li:lyndaCourse:2806713,Course,2019-12-19 05:34 UTC,N/A,false,N/A,
Project Management: Healthcare Projects (2016),"Healthcare projects have their own unique set of needs and challenges, including privacy concerns and regulatory constraints. Learn how to effectively manage these challenges on healthcare projects large and small in this course with project management expert Bob McGannon. Bob goes over specific approaches to setting project goals, scheduling tasks, managing stakeholders, and mitigating the risks and challenges that are common to the medical field. Then he proposes some specific challenges to bring the concepts to life and offers solutions so you can compare your approach with his recommendations.",Course,2020-05-09 12:43 UTC,N/A,false,N/A,
SQL Essential Training (2019),"Knowing how to code and manage relational databases and database-driven applications is a valuable skill for any career in tech. Completely updated for 2019, <i>SQL Essential Training</i> is designed to help users understand the most common language for database wrangling, SQL. All the lessons have been recorded in SQLiteStudio, an intuitive and easy-to-install database manager. Instructor Bill Weinman teaches all the major features of SQL: creating tables; defining relationships; manipulating strings, numbers, and dates; using triggers to automate actions; and using subselects and views. He offers a solid working knowledge of the language and shows how to retrieve and manage data efficiently. The final chapter includes a real-world example of building a simple application using SQL.<br><br>

This course was created by Bill Weinman. We are pleased to offer this training in our library.",Course,2021-01-11 20:18 UTC,N/A,true,N/A,
Nano Tips for Interpersonal Communication with Shadé Zahrai,"Welcome to our <i>Nano Tips</i> series, where LinkedIn Learning creators deliver impactful lessons in literally seconds.  In this course, award-winning leadership strategist and peak performance educator for Fortune 500 companies Shadé Zahrai shares tips for improving interpersonal communication skills. Shadé explains the importance of choosing words that foster collaboration, shows how you can transform your communication with positive reinforcement, describes the biggest conversation buzzkill, and more.",Course,2023-12-27 00:28 UTC,N/A,false,N/A,
A Day In The Life of a Data Scientist (2020),"The best way to understand what it's actually like to work as a data scientist is to spend the day with one. In this course, you can follow along with one day in the life of real data scientists working on real projects. Explore exactly what data science work looks like—getting on-the-job insights to help prepare you to tackle the next challenge or choose your next data science role. Discover how working professionals handle time management, starting from the very first hour of the workday, and tackle major tasks, such as exploring the data, mitigating bias, and presenting their findings. Another thing that separates pros from the rest is process and in chapter three, you can see how data scientists build automation, cross-functional collaboration, and other techniques into their workflows. Plus, learn how to choose and use tools, structure and work well in teams, and serve your clients.

<br><br>This course was created by <a href=""http://www.onlymadecraft.com"" target=""_blank"">Madecraft</a>. We are pleased to host this content in our library.<br><br><img src=""https://media.licdn.com/media/AAYAAgCwAAoAAQAAAAAAAHppnBQxgeyWS2CsU3aDDPcMgw.jpg"" height=""25%"" width=""25%"">",Course,2022-10-28 18:48 UTC,N/A,false,N/A,
Marketing Ethics,"Integrity is often a brand's biggest asset. To earn the trust of customers, marketers have to put ethics first. In this course, marketing expert Deirdre Breakenridge explains how to implement and reinforce ethical marketing practices that ensure your employees making decisions that are in the best interests of your company and your customers. First, learn how to analyze the ethics of your marketing organization and define what ethics means to your team and to the public. Then discover how to apply ethical practices to your current workflows and reinforce ethics at every step with training, testing, and metrics. Finally, Deirdre shares specific, real-world case studies that showcase both good and bad examples of ethics in marketing.",Course,N/A,N/A,true,N/A,
Marketing Your Event,"Events are a big business. Over $512 billion is spent annually on events, from trade shows and fundraisers to online webinars, and it can be challenging to attract delegates and attendees in this crowded space. To make your next event a success, you need to plan and promote it far ahead of time. This course offers tips to successfully market your event. Chartered marketer Luan Wise reviews the different types of events, the stages of event marketing, and the resources you need to prepare and make your event more successful. She also reviews different methods of promotion, from traditional advertising and public relations to email, direct mail, and social media.",Course,N/A,N/A,true,N/A,
How to Reduce the Obstacles of Ageism While Job Searching,"<p>Ageism is a common obstacle for job seekers on both sides of the age spectrum. Young and old alike often face crushing odds. And yet, it's even more difficult for older job seekers because of conscious and unconscious biases held by decision-makers in positions of power. While it shouldn't be the exclusive responsibility of older job seekers to overcome ageism while looking for work, there are steps that you can take to minimize the obstacles and make the process less challenging—and more rewarding—along the way.</p><p>Join <i>Yahoo Finance</i>'s Kerry Hannon, a well-known author on aging and retirement, as she sits down to talk with LinkedIn News Editor Andrew Seaman on the podcast <i>Get Hired</i>. Gather tips and insights from Kerry to help you overcome the professional hurdles presented by ageism, including strategies for approaching today’s ever-evolving job market, developing the right mindset, navigating the interview process, and more.</p>",Course,2025-03-07 14:06 UTC,N/A,false,N/A,
The Practicing Photographer,"<p>In <i>The Practicing Photographer</i>, photographer and teacher Ben Long shares a weekly serving of photographic instruction and inspiration. Each installment focuses on a photographic shooting scenario, a piece of gear, or a software technique. Each one concludes with a call to action designed to inspire you to pick up your camera (or your mouse or smartphone) to try the technique for yourself.</p><p>Note: Because this is an ongoing series, viewers will not receive a certificate of completion.</p>",Course,2025-03-17 12:11 UTC,N/A,false,N/A,
Developing Adaptability as a Manager,"The business world is changing faster than ever, with digital transformation and disruption everywhere. Being adaptable is a foundational skill for managers, which enables them to respond to change in positive, resilient ways and seize new opportunities. Join author and professor Dorie Clark, as she introduces strategies for becoming a more adaptable leader. Learn how to monitor for change in order to better prepare for it, hone your skills, and create a more adaptable team that is innovative and responsive to change.",Course,2024-04-17 18:29 UTC,N/A,false,N/A,
Nano Tips for More Effective Meetings with Shadé Zahrai,"Welcome to our <i>Nano Tips</i> series, where LinkedIn Learning creators deliver impactful lessons in literally seconds. In this course, peak performance researcher and behavioral strategist to Fortune 500 companies Shadé Zahrai shares quick tips for running more productive meetings. Shadé explains how to optimize meeting dynamics, maximize individual contributions, and strategically structure meetings for peak performance. Plus, learn how to continuously rate and improve your meetings.",Course,2025-06-20 07:52 UTC,N/A,false,N/A,
Nano Tips for Effortless Influence with Shadé Zahrai,"Welcome to our Nano Tips series, where LinkedIn Learning creators deliver impactful lessons in literally seconds. In this course, peak performance researcher and behavioral strategist to Fortune 500 companies Shadé Zahrai shows you how to exude effortless influence. She starts with outlining the basics of influence, followed by sharing key influence tactics—leveraging social proof, offering choices, and influencing with emotional intelligence. Shadé then takes it up a level with some pro-level influence techniques, explaining how to influence those with greater authority and how to sway skeptics.",Course,2023-09-21 00:15 UTC,N/A,false,N/A,
Selling with Empathy during Uncertain Times,"It's only natural that uncertain economic conditions create anxiety for salespeople and buyers alike. But a shift in your focus can help you quiet the fear and show up for customers when they need you most. Join Lisa McLeod as she helps you navigate selling in uncertain times. Lisa and her team have coached hundreds of sales professionals through economic turbulence, product launch failures, and other difficulties. In this course, she provides an empathetic, customer-centric approach to sales that will help you connect with customers, solve their most urgent problems, and identify the most authentic version of yourself. Use these tips to rise to the challenge and turn uncertain times into an opportunity to succeed.",Course,2020-12-31 14:04 UTC,N/A,false,N/A,
Overcoming Imposter Syndrome as a New Executive,"Christina Joy Whittaker, renowned business and leadership strategist, guides new executives through overcoming imposter syndrome in this transformative course. You will learn to recognize and address the internal barriers that hinder leadership effectiveness. Through practical techniques, Christina helps you build confidence, cultivate a supportive environment, and foster resilience, enabling authentic and impactful leadership.",Course,2025-04-19 12:17 UTC,N/A,false,N/A,
Data Engineering with dbt,"Data Build Tool (dbt) has quickly become an essential tool in many data stacks ranging from startups to big tech for managing data transformations. In this course, data engineer Mark Freeman helps you get started with setting up, running, and managing a dbt project via the open-source offering dbt Core. Learn how to install dbt Core, configure an environment for dbt, create and manage a dbt project, and deploy a dbt project in production. If you’re a data professional tasked with implementing dbt within your organization, recently joined a team utilizing dbt and need to upskill, or just want to learn about dbt to increase your competitiveness within the data job market, check out this course.",Course,2025-10-04 12:57 UTC,N/A,false,N/A,
PowerPoint: Designing Better Slides,"If you’ve ever seen a PowerPoint presentation, you’ve probably seen a bad PowerPoint presentation. The phrase “death by PowerPoint” exists for a reason. Bad and boring PowerPoint presentations are often due to bad slides, and bad presentations are so prevalent that many people feel like the problem is PowerPoint itself. In this course, PowerPoint MVP Heather Ackmann shows you how to use PowerPoint to create better visuals that support and complement your message, improve the presentation environment, and cater to your audience's needs. Learn about popular design principles, accessibility guidelines, and other tools to improve your PowerPoint slides—and your presentations—quickly.",Course,2024-01-18 11:57 UTC,N/A,false,N/A,
Craft Your Sales Pitch with Competitive Differentiation,"Competitive differentiation is crucial to high-margin sales that close quickly. When customers view you, your organization, and your product as something truly special—and not just a commodity—you can avoid price concessions and win more business. Lack of competitive differentiation results in an endless sales process—and the decision nearly always comes down to price. In this course, learn how to add value and differentiate yourself from the first call to the proposal. Authors and leadership experts Lisa Earle McLeod and Elizabeth McLeod cover everything from crafting your opening statement, to asking the right questions, to asking your clients for their business.",Course,2025-03-12 17:09 UTC,N/A,false,N/A,
Nano Tips for Leading with Influence with Kim Kaupe,"<p>Welcome to our Nano Tips series, where LinkedIn Learning creators deliver impactful lessons in literally seconds. Here, Kim Kaupe shows you how to lead with influence. Kim explains the difference between influence and authority and busts the myth that without a senior title, you have no control over what happens in the office. She provides tips on leading with positivity, asking good questions, and how you can step up and be seen as a leader. Kim highlights ways to think like an owner and influence others through service. Plus, she teaches you how to lead when you’re not in charge and how to learn from influential leaders. With these concise videos, you can make learning fit into even your busiest days!</p>

<p>This course was created by Kim Kaupe. We are pleased to host this training in our library.</p>",Course,2025-08-20 16:13 UTC,N/A,false,N/A,
How to Calm Your Mind: Finding Presence and Productivity (Book Bite),"<p>You can overcome your anxieties, even in challenging situations, but first you need to learn how to calm your mind. In the 2022 book <i>How to Calm Your Mind: Finding Presence and Productivity</i>, productivity expert Chris Bailey explores practical, scientific techniques for reducing stress and enhancing productivity in your daily life. Tune into this audiobook summary from Next Big Idea Club to hear Chris share five key insights from <i>How to Calm Your Mind</i>. Learn how to manage the effects and distractions of dopamine, conduct a stimulation fast, replace dopamine-driven activities with well-rounded analog ones, and develop your understanding of the six triggers of burnout. Along the way, find out how to discover greater depths of calm in the analog world and reflect on the parts of your life that you value most.</p><p>Note: This audiobook summary was created by Next Big Idea Club. We are pleased to host this content in our library.</p>",Course,2025-04-13 05:53 UTC,N/A,false,N/A,
Managing Generation Z,"Today’s managers understand the importance of bridging generation gaps—uniting traditionalists, baby boomers, Generation X, and millennials. But many fail to recognize that a new generation is here. Generation Z is significantly different than its predecessors: more realistic, competitive, and motivated. So how are managers going to adapt to the needs of these workers and future leaders? Join experts David Stillman and Jonah Stillman, a father and son team spanning Gen X and Gen Z, to learn what makes Gen Z unique as employees. Explore how Gen Z communicates, collaborates, receives feedback, and derives value from work. Using David and Jonah’s tips, you’ll be better prepared to recruit, retain, and manage this incredibly unique and diverse generation.",Course,2022-07-05 20:46 UTC,N/A,false,N/A,
Workforce Skill-Building with AI,"Learn how to use AI to help solve the challenge of organizational skill-building. By first recognizing the gap in skills needed by every organization to remain competitive,   Margie Meacham reveals how to use AI to help address some of these challenges, such as identifying the skills gap, mapping skills to roles, developing personalized learning plans, and how employees can develop power skills. Finally, Margie discusses bias in AI and how to mitigate it as well as leadership's role in fostering AI-driven organizational change.",Course,2025-09-26 18:52 UTC,N/A,false,N/A,
The Art and Craft of AI for Business Resilience,"<p>The emergence of large language models marks a seismic shift in artificial intelligence capabilities. But because fear and misunderstanding of AI is still so pervasive, many leaders miss out on key opportunities to innovate, adapt new practices, and grow. In this course, join John Maeda—award-winning technologist, product experience leader, and the vice president of AI and design at Microsoft—as he prepares you for the future of business and shows you the value of embracing AI for resilience.</p><p>Learn how to utilize creative analog learning mechanisms to deliver digital transformation and redefine your approach to risk. John covers AI risk preparedness, resilience strategies for AI disruptions, and the rewards and resilience of AI as a catalyst. Along the way, gather insights on designing and implementing an AI road map that’s risk versed, not risk averse.</p>",Course,2024-08-12 11:47 UTC,N/A,false,N/A,
Learning to Unlearn: A Revolutionary Way to Disrupt Bias,"<p>Reflecting on your own personal biases is necessary, but far from easy. In this course, instructor Natasha Bowman outlines a practical, easy-to-use framework to help you get started reflecting on your biases to disrupt harmful biases in meaningful and measurable ways.</p><p>Explore the possibilities as well as the limits of unlearning and unconscious bias training, as Natasha provides an overview of the seven-part UNLEARN framework. Learn how to unravel biased assumptions, notice biases and other harmful behaviors, let go of limiting beliefs, embrace new perspectives, self-reflect, practice empathy, and nurture a growth-centered mindset. Upon completing this course, you’ll be prepared to continue unlearning and cultivate inclusive leadership excellence.</p>",Course,2025-10-19 02:19 UTC,N/A,false,N/A,
Excel: You Can Do This,"Excel scares a lot of people. Terms like PivotTables, VLOOKUP, and circular references make their heads spin. But once you have a basic grounding in Excel, you can do all these things and more. Follow along with Excel MVP Oz du Soleil in this fast-paced course, as he walks you through features, functions, and commands such as Freeze Panes, Flash Fill, COUNTIFS, and even VLOOKUP. Oz takes the bite out of the most intimidating features in Excel, so you can get more mileage every time you use it.",Course,2020-01-26 14:41 UTC,N/A,false,N/A,
Launch Your Product to the Press,"When you're ready to launch your product or service, garnering positive press coverage is key. The right media coverage can validate your product or service in the eyes of the general public, driving potential customers to your website. In this course, join instructor Andrea Holland as she shows how to successfully launch your product to the press. Andrea explains how to prepare for a launch by creating basic messaging, writing a press release, and conducting media outreach so that reporters want to write about you. Then, she covers how to execute a successful launch, including how to sound natural when speaking with the media. To wrap up, she shows how to keep the cadence going by leveraging the launch for additional media opportunities.",Course,N/A,N/A,true,N/A,
Learning to Write Marketing Copy,"Copy is the heart and soul of almost every marketing endeavor. Get a great foundation for all your campaigns with this course. Ian Lurie shows how to write copy that tells your story and sells your product or brand. Learn about the different types of copywriting, the benefits of drafting on paper (yes, paper!), observing general rules, writing headlines, selling the page, and rewriting existing copy to optimize it for different outlets and platforms. Ian shows how to manage a copyediting team, a brand voice, and an editorial calendar.",Course,N/A,N/A,true,N/A,
Graphic Design Foundations: Typography,"Good typography can add tremendous power to your design and your message, whether it is a print- or screen-based project, a still or motion graphic, a 3D or 2D graphic. This course explains good typographic practices, so that you can develop an ""eye"" for type and understand how to effectively use it. Instructor Ina Saltz explains type classifications (serif vs. sans serif, display type vs. text type), how type is measured, sized, and organized, and how spacing and alignment affect your design. She also explains how to use kerning, tracking, leading, and line length, and covers the history and current trends in typography. The course teaches the principles of legibility, readability, and compatibility, and how they should be considered when you're selecting and designing with type.",Course,2025-11-23 13:38 UTC,N/A,false,N/A,
Data Resilience with Spring and RabbitMQ Event Streaming,"RabbitMQ is a widely deployed messaging solution and Spring is a popular framework for building modern Java applications. In this course, Gregory Green explains how Spring and RabbitMQ can be used to build a resilient data architecture for critical applications. Learn about RabbitMQ features such as quorum queues, streams, and multi-site replication. Gregory also reviews Spring projects like Spring Cloud and AMQP that simplify building production-ready applications. Plus, learn how Kubernetes improves resiliency for Spring applications and RabbitMQ.",Course,2024-11-10 20:19 UTC,N/A,false,N/A,
Designing for Developers,"Working in design is not a solo job. While you may come up with ideas and designs on your own, someone—usually a team of someones—has to make your vision a reality. 
And more likely than not, that’s the developers. In this course, Joseph Labrecque
teaches you how to get into the mindset of a developer so you can appropriately design experiences that can be built and delivered by your technical teammates. He shows why it’s important to establish a dialogue with the developers on your team, ways to understand and prepare for the technical platforms your developers use, how to leverage developer input in your design process, ways to organize your deliverables for easy developer consumption, and, importantly, suggestions on letting go of your designs and allowing your implementation team to shine. Join Joseph in this course to better understand your responsibilities to the development team members you will work with on modern digital design projects.",Course,2025-04-02 18:19 UTC,N/A,false,N/A,
The Step-by-Step Guide to Building your Thought Leadership on LinkedIn,"Generating business, reaching new clients, or acting as a spokesperson for your company or product—there are many benefits to building your thought leadership on LinkedIn. Whether you are a seasoned professional or just starting out, Alexandra Galviz (""Authentic Alex”) can help. Alex is a Linked Top Voice for the UK and the cofounder of #LinkedInLocal. In this course, she offers a step-by-step guide to using LinkedIn to reach audiences and establish your expertise. She explains how to craft an authentic voice, grow your audience of brand ambassadors, and create courageous content. Each chapter is filled with examples of her favorite thought leaders in the UK, from entrepreneurs to business leaders. By the end, you’ll be sharing your stories in an authentic and relatable way and creating a deeper connection with your network.",Course,2021-01-04 19:19 UTC,N/A,false,N/A,
Real-World GIS,"Geographic information systems, or GIS, is a way to approach mapping and spacial analysis using a computer environment. Learning GIS requires training in cartography, database management, and spatial analysis. But once you've built a solid foundation in the basics, how do you approach GIS challenges in the real world? In this course, Dr. Jason VanHorn helps you master practical, real-world GIS scenarios. He shows you how to get GIS data; uses for GIS data; how to understand and master projections; how to collect GIS data in the field; and how to build online web maps and mapping applications using ArcGIS.com. Jason also provides a series of challenges and solutions you can use to build your own GIS project from scratch, and finishes with some practical advice on the tips on how you can land a GIS job—and the different types of GIS jobs that are out there.",Course,2025-06-19 03:33 UTC,N/A,false,N/A,
GPT-4 Turbo: OpenAI's GPT Model and What You Need to Know,"<p>The next generation of GPT is here, and it’s time to get up to speed. The latest version, GPT-4 Turbo, takes all the core functionalities of GPT-4 and reworks them for more reliable, consistent results and higher performance delivered at speed. Join AI expert Jonathan Fernandes to get a sneak peek at what’s new with the latest release, in this approachable, easy-to-follow course designed for both technical and nontechnical learners.</p><p>Explore the wide variety of tasks that GPT-4 Turbo can perform with accuracy and ease, as you develop your understanding of how large language models function in interactive natural language processing. Along the way, gather insights from Jonathan on some of the most talked-about updates such as the Assistants API, Code Interpreter, the retrieval tool, function calling, GPTs, and more. Upon completing this course, you’ll have the skills you need to know to get started with GPT-4 Turbo and select the model that’s best for you.</p>",Course,2025-11-09 12:09 UTC,N/A,false,N/A,
Social Media for Enterprise Brands,"Elevate your enterprise brand with a cutting-edge social media strategy. In this course, Josh Hayes, a Social Media Marketing Expert, guides you through the process of planning and implementing a comprehensive social media strategy. Learn to develop a corporate social media strategy that your brand can leverage to create viral content that engages your audience. After this course, you will be ready to make your enterprise brand stand out.",Course,2025-01-27 16:33 UTC,N/A,false,N/A,
What You Need to Know About Crafting a Stand-out Resume,"<p>Are you tired of submitting resumes that never seem to get noticed? In this episode of the podcast <i>Get Hired</i>, Ana Lokotkova, a seasoned resume writer and career advisor, sits down to share insights and practical strategies to help you stand out from the competition.</p><p>Drawing from her many years of professional experience, Ana outlines a handful of insider tips and tricks for crafting a compelling resume that gets you noticed, and gets you hired. From debunking common myths to offering real-world examples, this episode is packed with approachable, easy-to-use advice to help you land the job of your dreams. So sit back, relax, and get ready to take your resume—and your career—to the next level!</p>",Course,2025-04-01 09:01 UTC,N/A,false,N/A,
Business Analysis Foundations: Business Process Modeling,"<p>When you're trying to grapple with user demands and market changes, it can be difficult to mentally zoom out and assess your organization's operations. Business process modeling helps you see the big picture by allowing you to translate your business processes into easily understood pictures. In this course, instructor Haydn Thomas walks you through the most widely used business process modeling diagrams—context, functional flow, cross-functional flow, and flowchart—and explains the purpose of each one. As Haydn touches on each modeling technique, he shares its unique features, explains how to use that technique to create a diagram, and points out how to avoid common pitfalls. He pulls it all together by comparing process diagrams so you can select the right one for your organization. </p><p>This course is part of a <a href=""https://www.linkedin.com/learning/paths/career-essentials-in-business-analysis-by-microsoft-and-linkedin"">Professional Certificate</a> from Microsoft.</p>",Course,N/A,N/A,true,N/A,
Figma Essential Training: The Basics,"Learn how to use Figma, the collaborative interface design tool. This course introduces the features and concepts you’ll need to know to start your first user experience (UX) design project in Figma. Find out how to create new files, segment your project for multiple screens and devices, and start adding content, including shapes, images, drawing, effects, and text. Instructor Brian Wood then shows how to work smarter—not harder—using Figma features like layers, reusable formatting, and components. In the final chapters, you can add interactions to the mix to build functional prototypes that really tell the whole story of your design to collaborators and clients.<br><br>

Note: This course was created by Brian Wood. We are pleased to offer this training in our library.",Course,2024-07-07 21:46 UTC,N/A,false,N/A,
Project Management with Microsoft Copilot,"Unlock the potential of Microsoft Copilot to streamline your project management tasks and boost efficiency. Taught by certified Project Management Professional and Microsoft MVP Cindy M. Lewis, this course is designed to equip project managers with skills to leverage Copilot seamlessly in daily workflows. Cindy provides practical, actionable tips for everything from generating clear project scope documents and effective communication plans to streamlining stakeholder reporting. Learn how to develop detailed project timelines, manage risks, and create compelling status reports. Harness the power of Copilot to stay on top of project discussions, identify data trends, and even get ideas to keep your team motivated and engaged.",Course,2025-10-30 14:02 UTC,N/A,false,N/A,
Complete Your First Project in SQL,"Grow your knowledge of SQL and gain a new perspective of how to maximize SQL—and learn how to go beyond creating databases and pulling data from tables. This course provides a real-world application SQL programmers can utilize to enhance learning—and a project you can add to your coding portfolios. Instructor Megan Silvey presents a project that focuses on performing an analysis on retail data by utilizing SQL. Analyze data that includes tables with product, sales, and customer information for an ecommerce retailer. Learn about updating information in the tables, analyzing sales data, evaluating customer data, and more.

The objective of this course is to provide a life-like application for SQL programmers that they can use to enhance their learning along with providing them with a potential project to add to their portfolio. This project will focus on performing an analysis on retail data by utilizing SQL. The data will include tables with product, sales, and customer information for an e-commerce retailer such as Binaryville robots or H+ Sport from the LinkedIn Learning asset bank. The analysis will include updating information in the tables, analyzing sales data, evaluating customer data, and more.",Course,2024-03-22 09:42 UTC,N/A,false,N/A,
Salesforce Business Analyst Cert Prep,"Dive into your preparations for the Salesforce Business Analyst certification exam with this comprehensive course. Salesforce consultant Emily Call shows you how to effectively gather requirements, map business processes, and engage with stakeholders. Learn about the details of user story creation, acceptance criteria, and definition of done to ensure efficient project delivery. Explore different process mapping methods such as journey mapping, detailed process mapping, and universal process notation. Equip yourself with the skills to create functional requirement specifications and perform rigorous user acceptance testing. Gain insights into making go/no-go decisions and establishing trust with clients and stakeholders. Whether you're aiming for career advancement or looking to improve your organization’s Salesforce implementation, this course provides practical knowledge and strategies to help you succeed.",Course,2025-09-30 11:26 UTC,N/A,false,N/A,
"Driving Organizational Accountability for Diversity, Equity, Inclusion and Belonging","Does your company have a diversity, equity, inclusion, and belonging (DEIB) initiative in place? While you may have taken many actions—conducting trainings, setting goals, increasing diverse demographics—these are just the start of the journey if you’re serious about embedding DEIB throughout your corporate ecosystem. In this course, Dr. Tana M. Session teaches leaders how to leverage data and metrics to help drive DEIB ROI in organizations. She explains how to identify and evaluate specific metrics to validate DEIB effectiveness, and ways to overcome roadblocks to collecting data and making real change. Tana covers ways you can establish core data and metrics to affect your organization's talent strategy, translate employee feedback into goals and metrics, and how you can best manage expectations around organizational change. And, as successful DEIB appears and feels different in every organization, learn how to customize DEIB metrics to match your growth needs and workforce strategy.",Course,2025-08-26 14:35 UTC,N/A,false,N/A,
Delivering an Authentic Elevator Pitch,"Find out how to craft an authentic personal pitch while projecting competence and warmth—two key factors in making a great first impression. Instructor Tatiana Kolovou shares how building trust with people and making a positive first impression isn’t a matter of magic. Tatiana reveals how verbal and nonverbal behaviors can influence the way people react in an initial meeting, whether in person, over the phone, or online.",Course,2020-12-20 19:18 UTC,N/A,false,N/A,
Tips for Flawless Business Etiquette,"In this course, etiquette expert Toni Purvis guides you through a series of practical strategies to strengthen and level up your business etiquette. Gather insights on specific ways to follow up with new connections, the importance of RSVPing, how dressing with intention can amplify your professional brand, and more. Discover the essential skills of business dining etiquette as well as etiquette strategies to build strong business relationships and trust through stellar introductions. Along the way, Toni offers tips on how to exit unproductive conversations gracefully and stay mindful of your digital and office behavior.",Course,2025-04-09 00:15 UTC,N/A,false,N/A,
Nano Tips to Speak Up in Meetings with Shadé Zahrai,"Welcome to our <i>Nano Tips</i> series, where LinkedIn Learning creators deliver impactful lessons in literally seconds. In this course, behavioral strategist and peak performance educator for Fortune 500s Shadé Zahrai teaches you quick tips for speaking up in meetings and making your voice heard. Learn how to avoid mistakes that harm your credibility and influence, speak up when you can’t find your turn, contribute value with strategic questions, claim back credit for overlooked suggestions, and more.",Course,2025-05-22 10:26 UTC,N/A,false,N/A,
Nano Tips for Optimizing Your Content for Social Media Algorithms with Sam Dey,"<p>Welcome to our <i>Nano Tips</i> series, where LinkedIn Learning creators deliver impactful lessons in literally seconds. In this installment, get tips to optimize your content for social media algorithms with YouTube creator and digital marketing consultant Sam Dey.</p><p>Take a deep dive into the world of search engine optimization (SEO) to find out the secret to establishing an online brand. Learn to use cross-platform content strategy, create a content calendar, identify market trends, and engage your audience on social media. Sam offers advice on best practices for posting so you can get the most out of your captions, descriptions, images, and videos. From optimizing carousels to choosing the right platform, by the end of this course, you’ll be able to breathe new life into your social media strategy with binge-worthy content that sticks.</p>",Course,2025-11-30 12:14 UTC,N/A,false,N/A,
Dealing with Microaggression as an Employee,"In this course, Toni Lowe, a sought-after speaker and senior HR leader specializing in diversity, inclusion, equity, and belonging, teaches you how to identify and address everyday, subtle, intentional and unintentional actions or behaviors that perpetuate bias toward marginalized groups in the workplace. Toni defines microaggression and identifies the three distinct types of microaggressions: microassaults, microinsults, and microinvalidations. While the word ""micro"" means ""small,"" each instance of microaggression has a big impact on the employee experience, physical health, and psychological well-being. Toni provides actionable steps you can take to create safe spaces in the workplace for coping and developing a support system. She discusses how to effectively address past behaviors directly with the offender or through a third party, then walks you through how to deal with microaggressions in real time. Toni concludes with her three-step framework for dealing with microaggression.",Course,2022-10-18 18:11 UTC,N/A,false,N/A,
Nano Tips to Sharpen Your Critical Thinking with Shadé Zahrai,"<p>Welcome to our <i>Nano Tips</i> series, where LinkedIn Learning creators deliver impactful lessons in literally seconds. In this installment, explore what it takes to become a better critical thinker, using practical insights from award-winning leadership strategist and peak performance specialist Shadé Zahrai.</p><p>Learn how to scrutinize information like an investigator, posing Socratic questions and pushing the boundaries of your perspective. Challenge your assumptions to make better, smarter, more disruptive decisions with tools and techniques to enhance your focus and sense of clarity. Along the way, Shadé gives you pointers on how to avoid overthinking things to improve your chances of success in both your personal and professional life. By the end of this course, you’ll be prepared to create more inclusive, equitable spaces for open dialogue, ideation, and critical voice.</p>",Course,2023-06-14 12:41 UTC,N/A,false,N/A,
Nano Tips on How to Use Storytelling for Problem Solving with Ash Rathod,"Welcome to our <i>Nano Tips</i> series, where LinkedIn Learning creators deliver impactful lessons in literally seconds. In this course, Ash Rathod offers tips for integrating storytelling as a routine practice in problem solving. Learn about understanding your problem through story, storytelling techniques to analyze problems, using stories to persuade and convince, and more.",Course,2025-07-08 23:44 UTC,N/A,false,N/A,
Practice Exam 4 for Certified Information Security Manager (CISM),"<p>This practice exam is intended to help you prepare for the <b>Certified Information Security Manager (CISM)</b>certification exam. After you launch the practice exam, there are three practice modes available; timed, untimed, or custom. Each mode allows unlimited attempts, explanations for correct and incorrect answers, and detailed exam results. The number and types of questions on the practice exam and the duration of the timed practice exam is intended to be representative of the certification exam.</p>

<p><b>Want more practice?</b> Additional practice exams for this certification are available and each has a unique question set for continued preparation.</p>

<ul>
<li><a href=""https://www.linkedin.com/learning/practice-exam-1-for-certified-information-security-manager-cism"" target=""_blank""><i>Practice Exam 1 for Certified Information Security Manager (CISM)</i></a></li>
<li><a href=""https://www.linkedin.com/learning/practice-exam-2-for-certified-information-security-manager-cism"" target=""_blank""><i>Practice Exam 2 for Certified Information Security Manager (CISM)</i></a></li>
<li><a href=""https://www.linkedin.com/learning/practice-exam-3-for-certified-information-security-manager-cism"" target=""_blank""><i>Practice Exam 3 for Certified Information Security Manager (CISM)</i></a></li>
</ul>

<p><b>About the certification</b>: To learn more about this certification, visit <b><a href=""https://www.isaca.org/credentialing/cism"">Certified Information Security Manager (CISM)</a></b>.</p>

<p><i>The practice exam questions provided are representative of the certification exam, but not the actual questions you will see on the certification exam. Practice exams are for self-assessment. Passing this practice exam does not guarantee that you will pass the actual certification exam.</i></p>",Course,2024-12-12 14:51 UTC,N/A,false,N/A,
